img,Interior_Left,Interior_Right,Exterior,Other,Canon_Left,Canon_Right,Grader,New_Extension,labels
171353_1094942.jpg,0,0,0,0,1,0,Lynn,jpg,3
171366_1095037.jpg,0,0,0,1,0,0,Lynn,jpg,5
171366_1095040.jpg,1,0,0,0,0,0,Lynn,jpg,0
171366_1095041.jpg,0,0,0,1,0,0,Lynn,jpg,5
171391_1095215.jpg,0,0,0,1,0,0,Lynn,jpg,5
171391_1095217.jpg,0,0,0,1,0,0,Lynn,jpg,5
171392_1095218.jpg,0,0,1,0,0,0,Lynn,jpg,2
171392_1095222.jpg,0,0,1,0,0,0,Lynn,jpg,2
171392_1095226.jpg,0,0,0,1,0,0,Lynn,jpg,5
171401_1095293.jpg,0,0,0,1,0,0,Lynn,jpg,5
171401_1095295.jpg,0,0,0,0,1,0,Lynn,jpg,3
171408_1095334.jpg,0,0,0,0,0,1,Lynn,jpg,4
171408_1095339.jpg,0,0,0,0,1,0,Lynn,jpg,3
171434_1095493.jpg,0,0,0,0,1,0,Lynn,jpg,3
171434_1095495.jpg,0,0,0,1,0,0,Lynn,jpg,5
171452_1095636.jpg,0,0,0,1,0,0,Lynn,jpg,5
171452_1095637.jpg,0,0,1,0,0,0,Lynn,jpg,2
171452_1095638.jpg,0,0,0,1,0,0,Lynn,jpg,5
171452_1095640.jpg,0,0,0,1,0,0,Lynn,jpg,5
171542_1096325.jpg,0,0,0,1,0,0,Lynn,jpg,5
171542_1096330.jpg,0,0,0,1,0,0,Lynn,jpg,5
171544_1096341.jpg,0,0,0,1,0,0,Lynn,jpg,5
171544_1096345.jpg,0,0,0,1,0,0,Lynn,jpg,5
171544_1096346.jpg,0,0,0,1,0,0,Lynn,jpg,5
171554_1096422.jpg,0,0,1,0,0,0,Lynn,jpg,2
171557_1096444.jpg,0,0,1,0,0,0,Lynn,jpg,2
171557_1096447.jpg,0,1,0,0,0,0,Lynn,jpg,1
171605_1096825.jpg,0,0,0,0,1,0,Lynn,jpg,3
171642_1097094.jpg,0,0,1,0,0,0,Lynn,jpg,2
171642_1097097.jpg,0,0,0,1,0,0,Lynn,jpg,5
171654_1097172.jpg,0,0,0,1,0,0,Lynn,jpg,5
171677_1097304.jpg,0,0,0,1,0,0,Lynn,jpg,5
171677_1097305.jpg,0,0,0,1,0,0,Lynn,jpg,5
171680_1097332.jpg,0,0,0,1,0,0,Lynn,jpg,5
171680_1097334.jpg,0,0,0,1,0,0,Lynn,jpg,5
171692_1097417.jpg,0,0,1,0,0,0,Lynn,jpg,2
171692_1097421.jpg,0,0,1,0,0,0,Lynn,jpg,2
171697_1097462.jpg,0,0,0,0,0,1,Lynn,jpg,4
171698_1097468.jpg,1,0,0,0,0,0,Lynn,jpg,0
171700_1097485.jpg,1,0,0,0,0,0,Lynn,jpg,0
171700_1097489.jpg,0,0,0,1,0,0,Lynn,jpg,5
171700_1097490.jpg,0,0,0,0,1,0,Lynn,jpg,3
171722_1097660.jpg,0,0,1,0,0,0,Lynn,jpg,2
171742_1097823.jpg,0,0,0,0,1,0,Lynn,jpg,3
171759_1097944.jpg,0,0,0,1,0,0,Lynn,jpg,5
171761_1097958.jpg,0,0,0,1,0,0,Lynn,jpg,5
171769_1098021.jpg,1,0,0,0,0,0,Lynn,jpg,0
171812_1098361.jpg,0,0,1,0,0,0,Lynn,jpg,2
171812_1098362.jpg,0,0,0,1,0,0,Lynn,jpg,5
171812_1098365.jpg,0,0,1,0,0,0,Lynn,jpg,2
171812_1098366.jpg,0,0,0,1,0,0,Lynn,jpg,5
171812_1098367.jpg,0,0,0,1,0,0,Lynn,jpg,5
171876_1099143.jpg,1,0,0,0,0,0,Lynn,jpg,0
171876_1099144.jpg,1,0,0,0,0,0,Lynn,jpg,0
171919_1099429.jpg,0,0,0,1,0,0,Lynn,jpg,5
171919_1099430.jpg,0,0,1,0,0,0,Lynn,jpg,2
171919_1099431.jpg,0,0,0,1,0,0,Lynn,jpg,5
171920_1099440.jpg,0,0,0,1,0,0,Lynn,jpg,5
171923_1099458.jpg,0,0,1,0,0,0,Lynn,jpg,2
171923_1099459.jpg,0,0,0,0,0,1,Lynn,jpg,4
171925_1099475.jpg,0,0,0,0,0,1,Lynn,jpg,4
171925_1099478.jpg,0,0,1,0,0,0,Lynn,jpg,2
171942_1099604.jpg,0,0,0,1,0,0,Lynn,jpg,5
171955_1099685.jpg,0,0,0,0,0,1,Lynn,jpg,4
171955_1099689.jpg,0,0,0,0,1,0,Lynn,jpg,3
171973_1099836.jpg,0,0,0,0,1,0,Lynn,jpg,3
171978_1099873.jpg,0,0,1,0,0,0,Lynn,jpg,2
171978_1099878.jpg,0,0,0,0,1,0,Lynn,jpg,3
171983_1099916.jpg,0,0,0,0,0,1,Lynn,jpg,4
171983_1099918.jpg,0,0,0,0,1,0,Lynn,jpg,3
172010_1100044.jpg,0,0,1,0,0,0,Lynn,jpg,2
172010_1100052.jpg,0,0,0,0,1,0,Lynn,jpg,3
172021_1100132.jpg,0,0,0,1,0,0,Lynn,jpg,5
172040_1100275.jpg,0,0,0,1,0,0,Lynn,jpg,5
172061_1100432.jpg,0,0,0,0,1,0,Lynn,jpg,3
172092_1100636.jpg,0,0,1,0,0,0,Lynn,jpg,2
172102_1100712.jpg,0,0,0,1,0,0,Lynn,jpg,5
172102_1100715.jpg,0,0,0,1,0,0,Lynn,jpg,5
172102_1100717.jpg,0,0,0,1,0,0,Lynn,jpg,5
172104_1100728.jpg,0,0,0,1,0,0,Lynn,jpg,5
172104_1100732.jpg,0,0,0,1,0,0,Lynn,jpg,5
172104_1100734.jpg,0,0,0,1,0,0,Lynn,jpg,5
172131_1100920.jpg,0,0,1,0,0,0,Lynn,jpg,2
172147_1101049.jpg,0,0,1,0,0,0,Lynn,jpg,2
172147_1101051.jpg,0,0,0,1,0,0,Lynn,jpg,5
172170_1101227.jpg,0,0,0,0,0,1,Lynn,jpg,4
172170_1101228.jpg,0,0,1,0,0,0,Lynn,jpg,2
172170_1101229.jpg,0,0,0,0,1,0,Lynn,jpg,3
172183_1101328.jpg,0,0,1,0,0,0,Lynn,jpg,2
172257_1101521.jpg,0,0,1,0,0,0,Lynn,jpg,2
172257_1101523.jpg,0,0,0,1,0,0,Lynn,jpg,5
172257_1101526.jpg,0,0,0,1,0,0,Lynn,jpg,5
172257_1101528.jpg,0,0,0,1,0,0,Lynn,jpg,5
172267_1101598.jpg,0,1,0,0,0,0,Lynn,jpg,1
172267_1101601.jpg,0,0,0,1,0,0,Lynn,jpg,5
172267_1101604.jpg,0,1,0,0,0,0,Lynn,jpg,1
172267_1101605.jpg,0,1,0,0,0,0,Lynn,jpg,1
172275_1101661.jpg,0,0,1,0,0,0,Lynn,jpg,2
172275_1101662.jpg,0,0,0,1,0,0,Lynn,jpg,5
172275_1101667.jpg,1,0,0,0,0,0,Lynn,jpg,0
172275_1101668.jpg,0,0,0,1,0,0,Lynn,jpg,5
172303_1101874.jpg,0,0,1,0,0,0,Lynn,jpg,2
172303_1101879.jpg,0,0,0,1,0,0,Lynn,jpg,5
172303_1101880.jpg,0,0,0,1,0,0,Lynn,jpg,5
172310_1101937.jpg,0,0,0,0,1,0,Lynn,jpg,3
172312_1101947.jpg,0,0,0,0,0,1,Lynn,jpg,4
172314_1101967.jpg,0,0,0,0,1,0,Lynn,jpg,3
172314_1101968.jpg,0,0,0,1,0,0,Lynn,jpg,5
172315_1101970.jpg,0,0,1,0,0,0,Lynn,jpg,2
172315_1101971.jpg,0,0,1,0,0,0,Lynn,jpg,2
172315_1101974.jpg,1,0,0,0,0,0,Lynn,jpg,0
172318_1101992.jpg,1,0,0,0,0,0,Lynn,jpg,0
172318_1101996.jpg,0,0,0,0,1,0,Lynn,jpg,3
172354_1102180.jpg,0,0,0,1,0,0,Lynn,jpg,5
172354_1102184.jpg,0,0,0,1,0,0,Lynn,jpg,5
172372_1102325.jpg,0,0,0,1,0,0,Lynn,jpg,5
172372_1102326.jpg,0,0,0,1,0,0,Lynn,jpg,5
172372_1102327.jpg,0,0,0,1,0,0,Lynn,jpg,5
172372_1102328.jpg,0,0,1,0,0,0,Lynn,jpg,2
172385_1102421.jpg,1,0,0,0,0,0,Lynn,jpg,0
172385_1102422.jpg,1,0,0,0,0,0,Lynn,jpg,0
172385_1102426.jpg,0,0,0,0,1,0,Lynn,jpg,3
172386_1102433.jpg,0,0,0,1,0,0,Lynn,jpg,5
172387_1102438.jpg,0,0,1,0,0,0,Lynn,jpg,2
172387_1102444.jpg,1,0,0,0,0,0,Lynn,jpg,0
172393_1102487.jpg,0,0,0,0,1,0,Lynn,jpg,3
172408_1102609.jpg,0,0,0,0,1,0,Lynn,jpg,3
172415_1102653.jpg,0,0,0,0,0,1,Lynn,jpg,4
172415_1102658.jpg,0,0,0,1,0,0,Lynn,jpg,5
172449_1102905.jpg,0,0,0,1,0,0,Lynn,jpg,5
172502_1102960.jpg,0,0,0,1,0,0,Lynn,jpg,5
172502_1102961.jpg,0,0,0,1,0,0,Lynn,jpg,5
172502_1102965.jpg,0,0,0,1,0,0,Lynn,jpg,5
172506_1102990.jpg,0,0,0,1,0,0,Lynn,jpg,5
172506_1102993.jpg,0,0,1,0,0,0,Lynn,jpg,2
172510_1103021.jpg,0,0,0,1,0,0,Lynn,jpg,5
172516_1103062.jpg,0,0,1,0,0,0,Lynn,jpg,2
172516_1103063.jpg,0,0,0,1,0,0,Lynn,jpg,5
172516_1103065.jpg,0,0,0,1,0,0,Lynn,jpg,5
172516_1103066.jpg,0,0,1,0,0,0,Lynn,jpg,2
172516_1103069.jpg,0,0,0,1,0,0,Lynn,jpg,5
172526_1103143.jpg,1,0,0,0,0,0,Lynn,jpg,0
172545_1103281.jpg,1,0,0,0,0,0,Lynn,jpg,0
172545_1103282.jpg,0,0,0,1,0,0,Lynn,jpg,5
172545_1103283.jpg,0,0,0,1,0,0,Lynn,jpg,5
172545_1103284.jpg,0,0,1,0,0,0,Lynn,jpg,2
172545_1103286.jpg,0,0,0,1,0,0,Lynn,jpg,5
172545_1103287.jpg,0,0,0,0,1,0,Lynn,jpg,3
172549_1103310.jpg,1,0,0,0,0,0,Lynn,jpg,0
172622_1103488.jpg,0,0,0,1,0,0,Lynn,jpg,5
172622_1103492.jpg,0,0,0,1,0,0,Lynn,jpg,5
172634_1103576.jpg,0,0,0,1,0,0,Lynn,jpg,5
172634_1103582.jpg,0,0,0,1,0,0,Lynn,jpg,5
172640_1103623.jpg,0,0,1,0,0,0,Lynn,jpg,2
172640_1103624.jpg,0,0,0,1,0,0,Lynn,jpg,5
172640_1103627.jpg,0,0,0,1,0,0,Lynn,jpg,5
172640_1103628.jpg,0,0,0,1,0,0,Lynn,jpg,5
172647_1103678.jpg,0,0,1,0,0,0,Lynn,jpg,2
172647_1103684.jpg,0,0,0,1,0,0,Lynn,jpg,5
172652_1103708.jpg,0,0,1,0,0,0,Lynn,jpg,2
172652_1103710.jpg,0,1,0,0,0,0,Lynn,jpg,1
172661_1103776.jpg,0,0,0,1,0,0,Lynn,jpg,5
172673_1103859.jpg,0,0,0,1,0,0,Lynn,jpg,5
172706_1104122.jpg,0,0,0,1,0,0,Lynn,jpg,5
172713_1104174.jpg,0,0,1,0,0,0,Lynn,jpg,2
172713_1104175.jpg,0,0,0,1,0,0,Lynn,jpg,5
172713_1104177.jpg,0,0,0,1,0,0,Lynn,jpg,5
172713_1104180.jpg,0,0,0,1,0,0,Lynn,jpg,5
172713_1104181.jpg,0,0,0,1,0,0,Lynn,jpg,5
172718_1104213.jpg,0,1,0,0,0,0,Lynn,jpg,1
172776_1104672.jpg,0,0,1,0,0,0,Lynn,jpg,2
172776_1104673.jpg,0,0,0,0,1,0,Lynn,jpg,3
172779_1104717.jpg,0,0,0,1,0,0,Lynn,jpg,5
172779_1104722.jpg,0,0,0,1,0,0,Lynn,jpg,5
172807_1104891.jpg,1,0,0,0,0,0,Lynn,jpg,0
172807_1104892.jpg,0,0,0,1,0,0,Lynn,jpg,5
172807_1104894.jpg,0,1,0,0,0,0,Lynn,jpg,1
172827_1105056.jpg,0,0,0,1,0,0,Lynn,jpg,5
172827_1105060.jpg,0,1,0,0,0,0,Lynn,jpg,1
172836_1105120.jpg,0,0,0,1,0,0,Lynn,jpg,5
172843_1105173.jpg,0,0,0,1,0,0,Lynn,jpg,5
172843_1105176.jpg,1,0,0,0,0,0,Lynn,jpg,0
172843_1105177.jpg,0,1,0,0,0,0,Lynn,jpg,1
172852_1105253.jpg,0,0,0,1,0,0,Lynn,jpg,5
172928_1105780.jpg,0,0,0,1,0,0,Lynn,jpg,5
172928_1105781.jpg,0,0,0,1,0,0,Lynn,jpg,5
172951_1105952.jpg,0,0,0,0,1,0,Lynn,jpg,3
172951_1105954.jpg,0,0,0,1,0,0,Lynn,jpg,5
172960_1105998.jpg,0,0,1,0,0,0,Lynn,jpg,2
172960_1105999.jpg,0,0,0,1,0,0,Lynn,jpg,5
172960_1106005.jpg,0,0,0,1,0,0,Lynn,jpg,5
172998_1106306.jpg,0,0,0,0,0,1,Lynn,jpg,4
172998_1106309.jpg,0,1,0,0,0,0,Lynn,jpg,1
173004_1106349.jpg,0,0,1,0,0,0,Lynn,jpg,2
173004_1106352.jpg,1,0,0,0,0,0,Lynn,jpg,0
173004_1106354.jpg,1,0,0,0,0,0,Lynn,jpg,0
173018_1106453.jpg,0,0,0,1,0,0,Lynn,jpg,5
173019_1106462.jpg,0,0,0,1,0,0,Lynn,jpg,5
173019_1106467.jpg,0,0,0,1,0,0,Lynn,jpg,5
173021_1106477.jpg,0,0,1,0,0,0,Lynn,jpg,2
173030_1106553.jpg,0,0,1,0,0,0,Lynn,jpg,2
173066_1106856.jpg,0,0,0,1,0,0,Lynn,jpg,5
173095_1107095.jpg,0,0,0,1,0,0,Lynn,jpg,5
173095_1107097.jpg,0,0,0,1,0,0,Lynn,jpg,5
173118_1107262.jpg,0,0,1,0,0,0,Lynn,jpg,2
173120_1107284.jpg,0,0,0,1,0,0,Lynn,jpg,5
173120_1107286.jpg,0,0,0,1,0,0,Lynn,jpg,5
173121_1107296.jpg,0,0,0,1,0,0,Lynn,jpg,5
173121_1107297.jpg,0,0,0,1,0,0,Lynn,jpg,5
173125_1107323.jpg,0,0,1,0,0,0,Lynn,jpg,2
173125_1107328.jpg,0,0,0,1,0,0,Lynn,jpg,5
173146_1107497.jpg,0,0,1,0,0,0,Lynn,jpg,2
173146_1107500.jpg,0,0,0,0,1,0,Lynn,jpg,3
173150_1107530.jpg,0,0,1,0,0,0,Lynn,jpg,2
173150_1107532.jpg,0,0,0,1,0,0,Lynn,jpg,5
173158_1107602.jpg,0,0,0,0,1,0,Lynn,jpg,3
173173_1107721.jpg,0,0,0,1,0,0,Lynn,jpg,5
173173_1107722.jpg,0,0,0,1,0,0,Lynn,jpg,5
173178_1107765.jpg,0,0,1,0,0,0,Lynn,jpg,2
173199_1107900.jpg,0,0,0,1,0,0,Lynn,jpg,5
173208_1108927.jpg,0,0,1,0,0,0,Lynn,jpg,2
173221_1108045.jpg,0,0,0,1,0,0,Lynn,jpg,5
173221_1108048.jpg,0,0,0,1,0,0,Lynn,jpg,5
173239_1108128.jpg,0,0,1,0,0,0,Lynn,jpg,2
173247_1108198.jpg,0,0,0,1,0,0,Lynn,jpg,5
173247_1108200.jpg,0,0,0,1,0,0,Lynn,jpg,5
173251_1108227.jpg,0,0,0,1,0,0,Lynn,jpg,5
173254_1108249.jpg,0,0,1,0,0,0,Lynn,jpg,2
173254_1108252.jpg,0,0,0,1,0,0,Lynn,jpg,5
173264_1108327.jpg,0,0,0,1,0,0,Lynn,jpg,5
173264_1108330.jpg,0,0,0,1,0,0,Lynn,jpg,5
173264_1108331.jpg,0,0,0,1,0,0,Lynn,jpg,5
173266_1108343.jpg,0,0,0,1,0,0,Lynn,jpg,5
173266_1108347.jpg,0,0,0,1,0,0,Lynn,jpg,5
173267_1108352.jpg,0,0,0,0,0,1,Lynn,jpg,4
173267_1108355.jpg,0,0,0,1,0,0,Lynn,jpg,5
173267_1108356.jpg,0,0,0,1,0,0,Lynn,jpg,5
173270_1108387.jpg,0,0,1,0,0,0,Lynn,jpg,2
173270_1108388.jpg,0,0,0,1,0,0,Lynn,jpg,5
173278_1108447.jpg,0,1,0,0,0,0,Lynn,jpg,1
173287_1108505.jpg,1,0,0,0,0,0,Lynn,jpg,0
173287_1108507.jpg,0,0,0,0,1,0,Lynn,jpg,3
173287_1108508.jpg,0,0,0,1,0,0,Lynn,jpg,5
173311_1108695.jpg,0,0,0,1,0,0,Lynn,jpg,5
173358_1109057.jpg,0,1,0,0,0,0,Lynn,jpg,1
173358_1109058.jpg,0,0,0,1,0,0,Lynn,jpg,5
173416_1109409.jpg,1,0,0,0,0,0,Lynn,jpg,0
173416_1109414.jpg,0,0,0,1,0,0,Lynn,jpg,5
173449_1109666.jpg,0,0,1,0,0,0,Lynn,jpg,2
173449_1109667.jpg,0,0,0,0,0,1,Lynn,jpg,4
173449_1109669.jpg,0,0,0,1,0,0,Lynn,jpg,5
173449_1109673.jpg,0,0,0,1,0,0,Lynn,jpg,5
173455_1109716.jpg,0,0,1,0,0,0,Lynn,jpg,2
173455_1109718.jpg,0,0,0,1,0,0,Lynn,jpg,5
173477_1109901.jpg,0,0,1,0,0,0,Lynn,jpg,2
